Group,Keyword,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend
nmd,adidas x pharrell williams hu nmd animal print,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.50,0.50,0.50,0.00,0.50,1.00,0.00,1.00,0.00"
nmd,animal print nmd,10,,0.00,0.00,,,,"0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00"
nmd,hu nmd animal print adidas,10,,0.00,0.00,,,,"1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00"
nmd,hu nmd animal print orange,10,,0.00,0.00,,,,"1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00"
nmd,hu nmd animal print stockx,10,,0.00,0.00,,,,"1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
nmd,nmd animal print adidas,10,,0.00,0.00,,,,"1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
nmd,nmd hu animal print,10,,0.00,1.00,,,,"1.00,0.67,0.67,0.00,0.67,0.00,0.00,0.00,0.67,0.00,0.67,0.67"
nmd,nmd r1 animal print,10,,0.00,0.00,,,,"0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00"
skirt,animal print midi skirt,20,,0.00,1.00,,,,"1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
skirt,animal print skirt,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
skirt,animal print skirt outfit,20,,0.00,0.83,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00"
skirt,skirt animal print,20,,0.00,0.00,,,,"0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00"
skirt,zara animal print skirt,20,,0.00,1.00,,,,"1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00"
skirt,animal print long skirt,10,,0.00,1.00,,,,"0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00"
skirt,animal print maxi skirt,10,,0.00,0.00,,,,"1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00"
skirt,animal print pleated skirt,10,,0.00,0.00,,,,"0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00"
skirt,animal print skirt midi,10,,0.00,0.00,,,,"0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00"
skirt,animal print skirt zara,10,,0.00,1.00,,,,"0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00"
skirt,animal print wrap skirt,10,,0.00,1.00,,,,"1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00"
skirt,ganni animal print skirt,10,,0.00,1.00,,,,"0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00"
skirt,long animal print skirt,10,,0.00,0.00,,,,"0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00"
skirt,maxi skirt animal print,10,,0.00,0.00,,,,"0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00"
skirt,midi animal print skirt,10,,0.00,0.00,,,,"1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00"
skirt,pleated animal print skirt,10,,0.00,0.00,,,,"0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00"
skirt,satin animal print skirt,10,,0.00,0.00,,,,"1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00"
skirt,zara animal print midi skirt,10,,0.00,0.00,,,,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00"
h,vestido animal print h&m,110,34,0.00,0.99,61,"Informational, Transactional","Reviews, Image, Related searches","0.64,1.00,0.82,0.82,0.64,0.41,0.52,0.52,0.52,0.52,0.41,0.82"
h,vestidos animal print h&m,110,34,0.00,0.99,55,"Informational, Transactional","Reviews, Indented, Image, Image pack, Related searches","0.64,1.00,0.82,0.82,0.64,0.41,0.52,0.52,0.52,0.52,0.41,0.82"
h,blusa animal print h&m,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
h,blusa h&m animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
h,body animal print h&m,20,,0.00,0.90,,,,"0.40,0.40,0.40,0.40,0.40,1.00,0.00,0.40,0.00,0.40,0.40,0.40"
h,camisa animal print h&m,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
h,camisa animal print hombre h&m,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00"
h,falda animal print h&m,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
h,h&m animal print,20,,0.00,0.89,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
h,h&m animal print dress,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00"
h,h&m vestido animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
h,pantalon animal print h&m,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
h,vestido h&m animal print,20,,0.00,0.80,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
h,animal print kleid h&m,10,,0.00,1.00,,,,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00"
h,bañador animal print h&m,10,,0.00,1.00,,,,"1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00"
h,h&m animal print top,10,,0.00,0.00,,,,"1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00"
h,h&m pijama animal print,10,,0.00,0.82,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.66,0.66,0.66"
jacket,animal print jacket,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
jacket,adidas animal print jacket,10,,0.00,1.00,,,,"1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00"
jacket,animal print biker jacket,10,,0.00,0.00,,,,"1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00"
jacket,animal print denim jacket,10,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00"
jacket,animal print fleece jacket,10,,0.00,0.00,,,,"0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00"
jacket,animal print fur jacket,10,,0.00,0.00,,,,"0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00"
jacket,animal print jacket mens,10,,0.00,0.00,,,,"0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00"
jacket,animal print jacket outfit,10,,0.00,0.00,,,,"0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00"
jacket,animal print jacket womens,10,,0.00,0.00,,,,"0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00"
jacket,animal print jacket zara,10,,0.00,0.00,,,,"0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00"
jacket,animal print leather jacket,10,,0.00,1.00,,,,"1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00"
jacket,animal print puffer jacket,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00"
jacket,animal print ski jacket,10,,0.00,1.00,,,,"1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00"
jacket,jacket animal print,10,,0.00,1.00,,,,"1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00"
jacket,nike sherpa animal print jacket,10,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00"
jacket,nike sherpa jacket in animal print,10,,0.00,0.00,,,,"0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00"
jacket,zara animal print jacket,10,,0.00,1.00,,,,"0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00"
m,vestido animal print h&m,110,34,0.00,0.99,61,"Informational, Transactional","Reviews, Image, Related searches","0.64,1.00,0.82,0.82,0.64,0.41,0.52,0.52,0.52,0.52,0.41,0.82"
m,vestidos animal print h&m,110,34,0.00,0.99,55,"Informational, Transactional","Reviews, Indented, Image, Image pack, Related searches","0.64,1.00,0.82,0.82,0.64,0.41,0.52,0.52,0.52,0.52,0.41,0.82"
m,blusa animal print h&m,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
m,blusa h&m animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
m,body animal print h&m,20,,0.00,0.90,,,,"0.40,0.40,0.40,0.40,0.40,1.00,0.00,0.40,0.00,0.40,0.40,0.40"
m,camisa animal print h&m,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
m,camisa animal print hombre h&m,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00"
m,falda animal print h&m,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
m,h&m animal print,20,,0.00,0.89,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
m,h&m animal print dress,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00"
m,h&m vestido animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
m,pantalon animal print h&m,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
m,vestido h&m animal print,20,,0.00,0.80,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
m,animal print kleid h&m,10,,0.00,1.00,,,,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00"
m,bañador animal print h&m,10,,0.00,1.00,,,,"1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00"
m,h&m animal print top,10,,0.00,0.00,,,,"1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00"
m,h&m pijama animal print,10,,0.00,0.82,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.66,0.66,0.66"
maquillaje,maquillaje animal print,30,,0.00,0.00,,,,"0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18"
maquillaje,animal print maquillaje,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00"
maquillaje,maquillaje de animal print,20,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
maquillaje,maquillaje para animal print,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00"
maquillaje,maquillaje para blusa animal print,20,,0.00,0.00,,,,"1.00,0.00,0.22,0.22,0.22,0.22,0.00,0.00,0.22,0.00,0.00,0.00"
maquillaje,maquillaje para outfit animal print,20,,0.00,0.00,,,,"0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.50,0.50,0.50,0.50,0.00"
maquillaje,maquillaje para ropa animal print,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00"
maquillaje,maquillaje para un vestido animal print,20,,0.00,0.00,,,,"1.00,0.14,0.14,0.00,0.14,0.00,0.00,0.14,0.14,0.00,0.00,0.14"
maquillaje,maquillaje para vestido animal print,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
maquillaje,maquillaje animal print cebra,10,,0.00,0.00,,,,"0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00"
maquillaje,maquillaje animal print rostro,10,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00"
maquillaje,maquillaje artistico animal print,10,,0.00,0.00,,,,"0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00"
maquillaje,maquillaje con vestido animal print,10,,0.00,0.00,,,,"0.00,1.00,0.00,0.22,0.22,0.00,0.00,0.00,0.22,0.00,0.00,0.22"
maquillaje,maquillaje de ojos animal print,10,,0.00,0.00,,,,"0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00"
maquillaje,maquillaje de ojos para vestido animal print,10,,0.00,0.00,,,,"0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00"
maquillaje,maquillaje de uñas animal print,10,,0.00,0.00,,,,"1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00"
maquillaje,maquillaje para vestido de animal print,10,,0.00,0.00,,,,"1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00"
mochila,mochila vans animal print,260,2,0.11,1.00,56,"Informational, Transactional","Site links, Reviews, Image, Image pack, Related searches","0.81,1.00,0.19,0.29,0.36,0.29,0.19,0.09,0.19,0.23,0.19,0.29"
mochila,mochila animal print,140,11,0.11,1.00,6400000,Informational,"Reviews, Image, Image pack, Video, Related searches","0.80,1.00,0.53,0.53,0.65,0.65,0.34,0.34,0.26,0.34,0.26,0.42"
mochila,mochilas vans animal print,70,0,0.11,1.00,46,"Informational, Transactional","Site links, Reviews, Image, Image pack, Related searches, Ads bottom","0.11,0.19,0.00,0.00,0.11,1.00,0.53,0.26,0.53,0.07,0.65,0.07"
mochila,mochila adidas animal print,30,,0.00,1.00,,,,"0.18,0.18,0.18,0.18,0.18,0.18,0.36,0.27,0.18,1.00,0.18,0.18"
mochila,mochila animal print vans,30,,0.00,1.00,,,,"0.27,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18"
mochila,mochila animal print adidas,20,,0.00,1.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00"
mochila,mochila converse animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00"
mochila,mochila de animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
mochila,mochila michael kors animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00"
mochila,mochila mujer animal print,20,,0.00,1.00,,,,"0.28,0.28,0.28,0.28,0.28,1.00,0.28,0.28,0.28,0.28,0.28,0.28"
mochila,mochila nike animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
mochila,mochilas animal print,20,,0.11,1.00,,,,"1.00,1.00,0.50,0.50,0.50,0.25,0.25,0.25,0.00,0.25,0.25,0.50"
mochila,vans mochila animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
mochila,mochila animal print converse,10,,0.00,1.00,,,,"1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00"
mochila,mochila animal print nike,10,,0.00,0.00,,,,"1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00"
mochila,mochila jansport animal print,10,,0.00,0.00,,,,"1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00"
mochila,mochila puma animal print,10,,0.00,1.00,,,,"1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00"
plataforma,converse animal print plataforma,110,24,0.00,1.00,67,Informational,"Reviews, Image, Image pack, Related searches","0.43,0.53,0.53,0.81,0.81,1.00,0.66,0.81,0.53,0.43,0.09,0.19"
plataforma,converse plataforma animal print,50,24,0.00,1.00,68,"Informational, Transactional","Reviews, Indented, Image, Image pack, Related searches","0.21,0.78,0.63,0.78,1.00,0.78,0.13,0.13,0.13,0.13,0.13,0.13"
plataforma,sandalias plataforma animal print,50,18,0.00,1.00,2840000,Informational,"Reviews, Image, Image pack, Related searches","0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.80,1.00,1.00"
plataforma,plataforma animal print,40,13,0.00,1.00,100,Informational,"Reviews, Image, Image pack, Video, Related searches","0.22,0.22,0.22,0.44,0.44,0.55,0.55,1.00,0.22,0.22,0.22,0.22"
plataforma,all star animal print plataforma,20,,0.00,1.00,,,,"0.28,0.00,1.00,0.00,0.28,1.00,0.00,0.28,0.28,0.28,0.28,0.28"
plataforma,plataformas animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
plataforma,tenis plataforma animal print,20,,0.00,1.00,,,,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
plataforma,vans animal print plataforma,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
plataforma,vans plataforma animal print,20,,0.00,0.70,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
plataforma,zapatilla plataforma converse mujer animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
plataforma,zapatillas animal print con plataforma,20,,0.00,1.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
plataforma,zapatillas plataforma animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
plataforma,all star plataforma animal print,10,,0.00,0.00,,,,"0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00"
plataforma,converse all star plataforma animal print,10,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00"
plataforma,crocs animal print plataforma,10,,0.00,1.00,,,,"0.00,0.50,0.50,0.50,0.50,0.50,0.00,0.50,1.00,1.00,1.00,1.00"
plataforma,sandalia plataforma animal print,10,,0.00,1.00,,,,"1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00"
plataforma,tacones plataforma animal print,10,,0.00,0.00,,,,"1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00"
calzedonia,bikini animal print calzedonia,40,22,0.39,1.00,39,"Informational, Transactional","Indented, Image, Image pack, Related searches","0.28,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.21,0.28,1.00,1.00"
calzedonia,animal print calzedonia,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00"
calzedonia,calzedonia animal print,20,,0.00,1.00,,,,"0.67,0.67,0.67,0.67,0.67,1.00,0.67,0.67,0.67,0.67,0.67,0.67"
calzedonia,calzedonia bikini animal print,20,,0.96,1.00,,,,"0.50,0.50,0.50,0.50,0.00,0.50,0.50,0.00,0.50,0.50,0.50,1.00"
calzedonia,calzedonia leggins animal print,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00"
calzedonia,leggins animal print calzedonia,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00"
calzedonia,medias animal print calzedonia,20,,0.00,1.00,,,,"0.40,0.40,0.40,0.40,1.00,0.40,0.40,0.40,0.40,0.40,0.00,0.40"
calzedonia,pantalones animal print calzedonia,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00"
calzedonia,bikini calzedonia animal print,10,,0.00,1.00,,,,"1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00"
calzedonia,calzedonia animal print bikini,10,,2.27,1.00,,,,"1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00"
calzedonia,calzedonia animal print tights,10,,0.00,1.00,,,,"0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00"
calzedonia,calzedonia leggings animal print,10,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00"
calzedonia,calzedonia medias animal print,10,,0.00,0.00,,,,"1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00"
calzedonia,leggings animal print calzedonia,10,,0.00,0.00,,,,"1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00"
calzedonia,leggins calzedonia animal print,10,,0.00,0.00,,,,"0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00"
calzedonia,medias calzedonia animal print,10,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00"
sudadera,sudadera animal print,170,4,0.00,1.00,8520000,Informational,"Reviews, Image, Image pack, Related searches","0.21,0.53,0.81,1.00,1.00,1.00,0.65,0.43,0.21,0.15,0.09,0.12"
sudadera,sudadera animal print mujer,110,12,0.00,1.00,91,Informational,"Reviews, Image, Image pack, Related searches","0.23,0.33,1.00,0.80,0.66,1.00,0.52,0.66,0.33,0.19,0.14,0.14"
sudadera,sudadera vans animal print,40,8,0.00,1.00,45,Informational,"Reviews, Image, Image pack, Related searches","0.14,0.14,0.14,0.14,1.00,0.80,0.20,0.14,0.14,0.14,0.14,0.14"
sudadera,sudadera adidas animal print,30,,0.00,1.00,,,,"0.18,0.18,0.18,0.18,0.27,1.00,0.18,0.27,0.18,0.18,0.18,0.18"
sudadera,sudadera animal print adidas,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
sudadera,sudadera animal print hombre,20,,0.00,0.80,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
sudadera,sudadera animal print nike,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00"
sudadera,sudadera animal print vans,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00"
sudadera,sudadera animal print zara,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
sudadera,sudadera mujer animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
sudadera,sudadera nike animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
sudadera,sudadera print animal,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00"
sudadera,sudadera puma animal print,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00"
sudadera,sudaderas animal print,20,,0.00,1.00,,,,"0.00,0.60,1.00,0.80,0.80,1.00,0.80,0.00,0.00,0.00,0.00,0.00"
sudadera,sudaderas animal print mujer,20,,0.00,1.00,,,,"0.00,0.14,0.14,0.00,0.00,0.14,0.00,0.00,1.00,0.57,0.28,0.42"
sudadera,sudadera zara animal print,10,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00"
verde,vestido animal print verde,40,3,0.00,1.00,20900000,Informational,"Reviews, Image, Image pack, Related searches","0.14,0.14,0.78,0.21,1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14"
verde,camisa animal print verde,30,0,0.00,1.00,99,Informational,"Reviews, Indented, Image, Image pack, Video, Related searches","0.13,0.13,0.13,0.21,1.00,0.13,0.13,0.13,0.13,0.13,0.13,0.13"
verde,animal print con verde,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00"
verde,animal print verde,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
verde,blusa animal print verde,20,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
verde,blusa verde animal print,20,,0.00,1.00,,,,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
verde,estampado animal print verde,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00"
verde,falda animal print verde,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
verde,pantalon animal print verde,20,,0.00,0.73,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
verde,vestido verde animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
verde,bañador animal print verde,10,,0.00,1.00,,,,"1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00"
verde,bikini animal print verde,10,,0.00,1.00,,,,"1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00"
